dos_id,name,filed,entity_type,county,jurisdiction,process_name,process_address,process_address_2,process_city,process_state,process_zip
8018050,"UTTER REMODELING SOLUTIONS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Chenango,New York,Kimberly S. Utter,106 Pollard Road,,Greene,NY,137783108
8018051,"LING ENTERPRISE, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Wyoming,New York,C/O The LLC,1506 Beaver Meadow Road,,Java Center,NY,14082
8018052,HANNAN UK 99 INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,HANNAN UK 99 INC.,2914 AVE J 2ND FL,,BROOKLYN,NY,11210
8018053,209 WALL ST LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,209 WALL ST LLC,108 McNamara Road,,Spring Valley,NY,10977
8018054,"BURSAK MEDICAL SUPPLIES, INC.",2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,LIANA MEGRELIDZE,632 UTICA AVE,,BROOKLYN,NY,11203
8018055,ADAY SECURITY SERVICES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,ADE AJASA,111-51 143RD STREET,,JAMAICA,NY,11435
8018058,SHEFF DRIVE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,IGOR SHAFRAN,2015 SHORE PKWY SUITE 16G,,BROOKLYN,NY,11214
8018059,14 EAST 82ND STREET LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"c/o Vcorp Agent Services, Inc.",25 Robert Pitt Drive,Suite 204,Monsey,NY,10952
8018060,THYME'STR LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Greene,New York,VICTORIA C. LOPEZ,2547 ROUTE 145,,EAST DURHAM,NY,12423
8018061,MOON8 INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,LOLA YULDASHEVA,"6620 Whetherole St, Apt. 6C",,REGO PARK,NY,11374
8018062,"GATEWAY CABINS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Saratoga,New York,c/o LLC,24 Nielson Road,,Stillwater,NY,12170
8018064,"TEENAGE GRANDMA'S CLOSET, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"Teenage Grandma's Closet, LLC",418 Broadway,STE R,Albany,NY,12207
8018065,MAVERICK STRATEGIES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Maverick Strategies LLC,3 Barberry Ln,,Sea Cliff,NY,11579
8018066,SIGNATURE FASHION HOUSE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,MD IMRAN HOSSAIN,455 10TH AVE,APT 34Q,NEW YORK,NY,10018
8018067,"HANNAH JANE PROPERTIES, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Steuben,New York,JEREMY E. TEED,6 UNIVERSITY AVE,,N COHOCTON,NY,14808
8018068,SMKT LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,C/O RZO LLC,250 W 57th Street 23rd fl,,New York,NY,10107
8018069,QIANG MU TRANSPORT INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,QIANG MU TRANSPORT INC.,4368 MURRAY ST FL 2,,FLUSHING,NY,11355
8018070,F&F MEAT MARKET CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,F&F MEAT MARKET CORP.,854 KNICKERBOCKER AVENUE,,BROOKLYN,NY,11207
8018072,SEW TANNED LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Steuben,New York,ANGIE WELSH,7 W FRONT ST,,ADDISON,NY,14801
8018078,AR EXPERT INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,AR EXPERT INC.,1854 OCEAN AVE APT 5C,,BROOKLYN,NY,11230
8018079,6 DEVON WOODS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"c/o Vcorp Agent Services, Inc.",25 Robert Pitt Drive,Suite 204,Monsey,NY,10952
8018081,"AMDS FAMILY REALTY, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,"AMDS FAMILY REALTY, LLC",48-15 25TH AVENUE,,ASTORIA,NY,11103
8018084,JMD HEATING LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Dutchess,New York,JMD HEATING LLC,2 Elk Rd,,Hopewell Junction,NY,12533
8018085,ATLANTIC RYE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,ATLANTIC RYE LLC,140 ATLANTIC AVENUE,,BROOKLYN,NY,11201
8018088,ZEE AUTO DEALERSHIP INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Ontario,New York,ZEE AUTO DEALERSHIP INC.,2896 State Route 96 Suite 15,,Clifton Springs,NY,14432
8018090,WINTERGERST FAMILY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Paul Wintergerst,2 Caradon Lane,,Katonah,NY,10536
8018091,NXGS2 PROPCO LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Joseph D Muller,1924 Decatur Ave,,North Bellmore,NY,11710
8018092,BRIANNA JADE BEAUTY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Brianna Jade Beauty LLC,70 Pine St,,New York,NY,10005
8018095,"WHITING RENOVATIONS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Monroe,New York,William Whiting,593 Wilder Road,,Hilton,NY,14468
8018097,QUEEN CONSTRUCTION & RENOVATIONS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,elvis leopoldo sanchez figueroa,1070 colgate ave,2fl,ny,NY,10472
8018098,"PROJEX 95, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,WILLIAM A MOLINA SARAVIA,219 RAILROAD AVE,,CENTER MORICHES,NY,11934
8018100,LOS MUNECOS LOCKSMITH LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Fredy Arnoldo Trujillo,29 Stockton St,,Brentwood,NY,11717
8018101,TIL THERE WAS YOU LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Monroe,New York,Til There Was You LLC,3400 Monroe Avenue,#126,Rochester,NY,14618
8018102,DL CLEAN SERVICES CORPORATION,2026-09-10,DOMESTIC BUSINESS CORPORATION,New York,New York,Denise Luciano,225 w 123rd st 6e,,New York,NY,10027
8018103,MKZ 9080 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,MKZ 9080 LLC,54-67 80th Street,,Elmhurst,NY,11373
8018104,ALOHRIANI LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,Isaias Guity,64 E 183rd St,,Bronx,NY,10453
8018106,MVMH IP LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Davidoff Hutcher &amp; Citron LLP,605 Third Avenue,,New York,NY,10158
8018107,"GO 4 WORDS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Jefferson,New York,Lisa Cole Worden,22391 Williams Road,,Rodman,NY,13682
8018109,LA NUEVA FONDA DE OFE CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Bronx,New York,LA NUEVA FONDA DE OFE CORP.,211 EAST 167TH STREET,,BRONX,NY,10456
8018110,YETI EMPIRE CONSTRUCTION LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Otsego,New York,Yeti Empire Construction LLC,6393 State Highway 28,,"Fly Creek,",NY,13337
8018111,LEE WEALTH STRATEGIES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,LEE WEALTH STRATEGIES LLC,595 CENTER DYRE AVENUE,,WEST ISLIP,NY,11795
8018112,COMFORT ON 8 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,"LEGALCORP SOLUTIONS, LLC",11 BROADWAY,SUITE 615,NEW YORK CITY,NY,10004
8018115,GUR BHAGATI GHAR INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Monroe,New York,Gur Bhagati Ghar Inc.,24 E Squire Drive,Apt 8,Rochester,NY,14623
8018116,"KATANA TRANS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Onondaga,New York,Ivan Fabian,127 Huntshill Rd,,Syracuse,NY,13209
8018117,4 MCWHORTER LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,4 MCWHORTER LLC,350 Old Country Road,Suite 201,Garden City,NY,11530
8018118,ALPHA BLUE RAY INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,ALPHA BLUE RAY INC.,2 W END AVE,APT 3F,BROOKLYN,NY,11235
8018119,KC GLOW STUDIO LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8018120,OTGENIE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,OTGENIE LLC,1125 HOOK CREEK BLVD,,VALLEY STREAM,NY,11580
8018121,PG GLASS CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,Andy Pena,261 Lincoln Ave 1st Fl,,Brooklyn,NY,11208
8018122,VERTUS RESIDENTIAL LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8018125,HAMPTONS POOL & SPA SERVICE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8018126,CORNERSTONE GENERAL CONSTRUCTION LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Cornerstone General Construction LLC,48 Munro Blvd,,Valley Stream,NY,11581
8018127,A4ALL ONE INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Suffolk,New York,A4All One Inc.,16 Clark st,,selden,NY,11784
8018128,TAYLOR MADE DIESEL REPAIR NY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Orange,New York,TAYLOR MADE DIESEL REPAIR NY LLC,1 Pleasant View Rd,,Monroe,NY,10950
8018132,CASA TULUM CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Westchester,New York,MELISA MEDINA,102 UNION AVE,,NEW ROCHELLE,NY,10801
8018135,241 PROSPECT ASSOCIATES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8018136,HASSIG AGENCY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,HASSIG AGENCY LLC,476 Bayport Ave,,Bayport,NY,11705
8018137,AALOT INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Westchester,New York,ZENBUSINESS INC.,41 STATE STREET,SUITE 112,ALBANY,NY,12207
8018139,1463 48 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,1463 48 LLC,4403 15th Avenue,,Brooklyn,NY,11219
8018141,WITH AFFECTION LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Chautauqua,New York,Eliza Jesslin Dianne Andersen,PO Box 491,,Sinclairville,NY,147820491
8018145,"POMP'S ORCHARD AND HARVEST, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Dutchess,New York,Kristin Pompilio,14 Blossom Hill Rd,,Pleasant Vly,NY,12569
8018146,"ERIE HUDSON CONSTRUCTORS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Saratoga,New York,"ERIE HUDSON CONSTRUCTORS, LLC",269 BALLARD ROAD,,WILTON,NY,12831
8018147,CATSKILL 1 REALTY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,Catskill 1 realty llc,5938 Fieldston Rd,,Bronx,NY,10471
8018149,EVER BLOOM NAZA LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,NASIBA NAZAROVA,1535 SHORE PKWY APT 4G,,BROOKLYN,NY,11214
8018150,REBEL 73 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,REBEL 73 LLC,228 Park Ave S #961203,,New York,NY,10003
8018152,HACIENDA LA VICTORIA LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Sullivan,New York,HACIENDA LA VICTORIA LLC,611 ADEN RD,,PARKSVILLE,NY,12768
8018154,CLINVERGENCE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Clinvergence LLC,PO Box 35,,Bedford Hills,NY,10507
8018156,GET PLATED LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Richmond,New York,Get Plated LLC,161 Marion St,,Staten Island,NY,10310
8018157,1145 MANHATTAN AVE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,1145 MANHATTAN AVE LLC,"84 14TH STREET, 4TH FLOOR",,BROOKLYN,NY,11215
8018159,VALOR SITE SERVICES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Hamilton,New York,Dominick D'Onofrio,107 Albina Terr,,Wells,NY,12190
8018160,ASPAVA INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,ASPAVA INC.,"2803 Bragg St, Unit 2",,Brooklyn,NY,11235
8018162,417 MARCY UNIT 302 HOLDINGS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,417 MARCY UNIT 302 HOLDINGS LLC,"885 Third Avenue, 29th Floor",,New York,NY,10022
8018163,TURTLE ROCK PARTNERS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,Turtle Rock Partners LLC,368 NEW HEMPSTEAD RD UNIT 243,,NEW CITY,NY,10956
8018165,GOTHAM ENVIRONMENTAL SERVICES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,Alexander Riley,18-11 21st drive,201,Astoria,NY,11105
8018166,DBG AUTOMOTIVE GROUP LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Erie,New York,Cambridge Boyd,182 Colorado,Suite 1,Buffalo,NY,14213
8018167,MSK HOME IMPROVEMENT LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Erie,New York,Matthew Krysztof,39 Ridgeway Street,,Depew,NY,14043
8018168,6 VITEBSK 002 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Orange,New York,6 Vitebsk 002 LLC,183 Wilson St #475,,Brooklyn,NY,11211
8018169,COLLECTORS OASIS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,"LEGALCORP SOLUTIONS, LLC",11 BROADWAY,SUITE 615,NEW YORK CITY,NY,10004
8018171,60 GERRY UNIT 2 HOLDINGS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,60 GERRY UNIT 2 HOLDINGS LLC,"885 Third Avenue, 29th Floor",,New York,NY,10022
8018173,32 BARCLAY REALTY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,c/o LLC,20 Garden Blvd,,Hicksville,NY,11801
8018175,BRIDAL MOMENTS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Emelyn Stewart,1624 Berkeley Ave,,Baldwin,NY,11510
8018179,66 GERRY UNIT 2 HOLDINGS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,66 GERRY UNIT 2 HOLDINGS LLC,"885 Third Avenue, 29th Floor",,New York,NY,10022
8018181,CALDWELL EXECUTIVES INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Suffolk,New York,Kimberly D Caldwell,80 Tiber Avenue,,Deer Park,NY,11729
8018182,PEARL PACIFIC STAFFING LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,REGISTERED AGENTS INC.,418 BROADWAY,STE R,ALBANY,NY,12207
8018184,SBML HOLDINGS 40 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Monroe,New York,Mariya Chepil,40 Edwards Deming Drive,,Rochester,NY,14606
8018185,GREEN20273 LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,GREEN20273 LLC,2103 62nd Street,,Brooklyn,NY,11204
8018186,MIKE BONELLI HOCKEY SOLUTIONS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Mike Bonelli Hockey Solutions LLC,9 Alice Road,,North Salem,NY,10560
8018187,MOSS AND MIST EVENTS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Tompkins,New York,Emily Strack,227 Snyder Hill Road,Apt. B,Ithaca,NY,14850
8018190,HUDSON BUILD & DEVELOPMENT LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Westchester,New York,Hudson Build &amp; Development,104 Russell St,,White Plains,NY,10606
8018192,SALT AND PEPPER ORGANIC DELI 11 CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,SALT AND PEPPER ORGANIC DELI 11 CORP.,96-35 QUEENS BLVD,,REGO PARK,NY,11374
8018194,YU SERVICES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Orange,New York,YU Services LLC,6 Lemberg Ct Unit 102,,Monroe,NY,10950
8018195,HAVERSTRAW DEVELOPER LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,The Company,"c/o Pennrose, LLC",230 Wyoming Avenue,Kingston,PA,18704
8018198,THE DISTANT SKY INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,THE DISTANT SKY INC.,7657 167th St,,Fresh Meadows,NY,11366
8018199,50 WEST 86TH STREET LENDER LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Apex Investments,Attention: Kasra Sanandaji,"711 Third Avenue, Suite 1100",New York,NY,10017
8018203,KSS07 INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,SANAT K DAS,9439 116TH ST,,S RICHMOND HILL,NY,11419
8018204,2488 LINDEN HOLDING LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,Muhammad Ishtiaq,8052 193 rd,,hollis,NY,11423
8018205,QWG LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Richmond,New York,QWG LLC,270 ANNANDALE RD,,STATEN ISLAND,NY,10312
8018207,JOT EMPIRE GROUP INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,EKJOT SINGH,117-39 134TH ST,,SOUTH OZONE PARK,NY,11420
8018208,$HOPAHOLIC LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,$HOPAHOLIC LLC,10641 97th St,,Ozone Park,NY,11417
8018209,ROOTED NATUROPATHIC WELLNESS INC.,2026-09-10,DOMESTIC NOT-FOR-PROFIT CORPORATION,Suffolk,New York,ROOTED NATUROPATHIC WELLNESS INC.,46 e saltaire rd,,LINDENHURST,NY,11757
8018210,TUDOR HOME IMPROVEMENT LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,TUDOR NEACSU,3130 IRWIN AVE,Apt-MI,BRONX,NY,10463
8018212,110-37 69 AVE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Queens,New York,110-37 69 AVE LLC,110-37 69 AVE,,FOREST HILLS,NY,11375
8018214,PEPPERDEMPIES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,PepperDemPies LLC,11 Barry CT,,Selkirk,NY,12158
8018215,VICTORYWAYZ LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Victorywayz LLC,1280 Lexington Avenue,FRNT 2,Newyork,NY,10028
8018216,CRESTWELL GROUP INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,CRESTWELL GROUP INC.,33-29 FARRINGTON ST,,FLUSHING,NY,11354
8018217,59 CHERNOBYL LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,59 CHERNOBYL LLC,2 Valley View Terrace,,Spring Valley,NY,10977
8018221,40 N ROUTE 9W LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,40 N Route 9W LLC,PO Box 1250,Unit 201,Monsey,NY,10952
8018223,BC75 SERVICES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Oneida,New York,BC75 Services LLC,13 WHITE ST,Unit 4,New York Mills,NY,13417
8018224,HENGDA WIRELESS INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,HENGDA WIRELESS INC.,5403 8TH AVE,,BROOKLYN,NY,11220
8018225,MW THERMALINK CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Rockland,New York,MW THERMALINK CORP.,9 CROWN RD UNIT 111,,MONSEY,NY,10952
8018227,MID BRONX AUTO COLLISION LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Bronx,New York,Youssouf sakho,1703 Townsend Ave apt 2,,Bronx,NY,10453
8018229,LEVON NY VCXXVI LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,LEVON NY VCXXVI LLC,7 DENMARK LANE,,JACKSON,NJ,08527
8018231,233RD UNIVERSAL DISCOUNT STORE CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Bronx,New York,233rd universal discount store corp.,712 e 233rd st,,bronx,NY,10466
8018232,THICK AS THIEVES DESSERTS LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,NORTHWEST REGISTERED AGENT LLC,418 BROADWAY,STE N,ALBANY,NY,12207
8018234,SANTI SPORT C L U B INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Bronx,New York,KARLA PAOLA BOSMEDIANO LUNA,4175 PARK AVE,,BRONX,NY,10457
8018235,LEGACY PRECISION LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,LEGACY PRECISION LLC,228 Park Ave S #300777,,New York,NY,10003
8018238,59 LINCOLN LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Rockland,New York,59 Lincoln LLC,PO Box 956,,Monsey,NY,10952
8018239,5B PROPERTY MANAGEMENT CORP.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Westchester,New York,5B PROPERTY MANAGEMENT CORP.,145 N. CENTRAL AVENUE,,ELMSFORD,NY,10523
8018240,ROCKIES PML LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Entity Protect Registered Agent Services LLC,447 Broadway 2nd Fl. - #3000,,New York,NY,10013
8018241,LASANI'S DOGGY DAY CARE & LODGING INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Rensselaer,New York,LASANI'S DOGGY DAY CARE & LODGING INC.,59 HIGGINS ROAD,,WYNANTSKILL,NY,12198
8018243,JOLLY PENGUIN INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Bronx,New York,JOLLY PENGUIN INC.,736 LYDIG AVE,,BRONX,NY,10462
8018244,XAVIER CLEAN SERVICE CORPORATION,2026-09-10,DOMESTIC BUSINESS CORPORATION,Bronx,New York,Xavier clean service corporation,2255 cruger ave,,bronx,NY,10467
8018245,TOTTOLA LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Tottola LLC,136 Main Street,,Amagansett,NY,11930
8018247,"TWISTED BUS, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,c/o Saranto Calamas,11 Joni Drive,,Mount Sinai,NY,11766
8018248,THE PROSPERUS COLLECTIVE LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,New York,New York,Entity Protect Registered Agent Services LLC,447 Broadway 2nd Fl. - #3000,,New York,NY,10013
8018250,MARSHALL TREE CO LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Saratoga,New York,ZENBUSINESS INC.,41 STATE STREET,SUITE 112,ALBANY,NY,12207
8018251,STELLIO COMPANY,2026-09-10,FOREIGN BUSINESS CORPORATION,Kings,Delaware,STELLIO COMPANY,p.o. box 170135,,BROOKLYN,NY,11217
8018252,YANGI UZ INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Kings,New York,YANGI UZ INC.,2359 CONEY ISLAND AVE,,BROOKLYN,NY,11223
8018254,EZ MILES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Albany,New York,Willy Anescar,168 Columbia Gardens,,Cohoes,NY,12047
8018255,DREAMER COVE INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Queens,New York,THE CORP.,7529 31st Ave,,East Elmhurst,NY,11370
8018256,DELMARVA HAVEN CO LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Madison,New York,Francisco del Rosario Vargas,57-00 47th Street,,Maspeth,NY,11378
8018257,PROBITY TAX SERVICES INC,2026-09-10,FOREIGN BUSINESS CORPORATION,Albany,Florida,the farm soho,447 broadway,2nd floor,NEW YORK,NY,10013
8018258,ROOSEVELT HIGH SCHOOL BOOSTER CLUB INC.,2026-09-10,DOMESTIC NOT-FOR-PROFIT CORPORATION,Nassau,New York,ROOSEVELT HIGH SCHOOL BOOSTER CLUB INC.,418 broadway,ste r,ALBANY,NY,12207
8018260,"L & L PROPERTY ENTERPRISES, LLC",2026-09-10,FOREIGN LIMITED LIABILITY COMPANY,Westchester,New Jersey,"L & L PROPERTY ENTERPRISES, LLC",300 HOLLYWOOD AVENUE,,SOUTH PLAINFIELD,NJ,07080
8018261,LC-ICDISC INC.,2026-09-10,DOMESTIC BUSINESS CORPORATION,Ontario,New York,LC-ICDISC INC.,7321 victor mendon road,,VICTOR,NY,14564
8018262,CHARLENA RAWLS GROUP LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Nassau,New York,Charlena Rawls,15 Maryland Ave,,Freeport,NY,11520
8018263,"GRANFALLOON, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Onondaga,New York,C/O THE LLC,783 ANDREWS ROAF,,SKANEATELES,NY,13152
8018264,VERA ADVISORY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Kings,New York,c/o BERESS &amp; ZALKIND PLLC,2640 East 14th Street,Suite C1,Brooklyn,NY,11235
8018265,MANUELLO ENTERPRISES LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,Karen Manuello,2 Tanyard Place,,Fort Salonga,NY,11768
8018266,"LBDAC, LLC",2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Saratoga,New York,"LBDAC, LLC",269 Ballard Road,,Wilton,NY,12831
8018267,COSTCO LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Richmond,New York,costco LLc,15 michelle Ln,,staten island,NY,10306
8018269,A&A EMPIRE EQUITY LLC,2026-09-10,DOMESTIC LIMITED LIABILITY COMPANY,Suffolk,New York,JOSE ORELLANA FERNANDEZ,46 DOOLITTLE ST,,BRENTWOOD,NY,11717
